Resource_ID,Title,Platform,Skill,Level,Format,Type,Cost,URL,Duration,Enrollments,Rating,Rating_Count,Release_Date,Last_Updated,Instructor,Has_Certificate,Has_Projects,Has_Community,Difficulty_Score,Completion_Rate,Prerequisites,Related_Skills
RES_0830,Cloud Computing Masterclass,Pluralsight,Cloud Computing,Advanced,Interactive,Freemium,66.55,https://www.pluralsight.com/courses/cloud-computing-masterclass,30 weeks,9189,3.4,2547,2023-11-03,2024-11-22,Jason Miller,True,True,False,7,93,"Machine Learning, Digital Marketing","UI/UX Design, Web Development"
RES_0831,Cybersecurity Masterclass,Udacity,Cybersecurity,Advanced,Interactive,Paid,116.34,https://www.udacity.com/courses/cybersecurity-masterclass,26 days,2295,3.9,473,2024-01-22,2024-05-07,Udacity,True,True,True,8,61,"SQL, Data Analysis","Web Development, Web Development"
RES_0832,Data Science Masterclass,FutureLearn,Data Science,All Levels,Project-based,Free,0.0,https://www.futurelearn.com/courses/data-science-masterclass,12 weeks,6158,3.3,1023,2023-01-07,2023-06-16,FutureLearn,False,True,True,6,81,"DevOps, Mobile Development, SQL","React, Digital Marketing"
RES_0833,Artificial Intelligence Masterclass,Codecademy,Artificial Intelligence,Advanced,Project-based,Freemium,93.12,https://www.codecademy.com/courses/artificial-intelligence-masterclass,20 months,1141,3.4,119,2023-03-22,2025-01-20,Codecademy,True,True,True,7,72,"UI/UX Design, Blockchain, Web Development","JavaScript, Cybersecurity, Cloud Computing"
RES_0834,Data Science Masterclass,LinkedIn Learning,Data Science,All Levels,Project-based,Subscription,44.55,https://www.linkedinlearning.com/courses/data-science-masterclass,6 hours,4024,4.0,876,2025-07-24,2025-08-07,LinkedIn Learning,True,True,False,3,64,Cybersecurity,UI/UX Design
RES_0835,DevOps Specialization,Coursera,DevOps,Intermediate,Interactive,Paid,188.78,https://www.coursera.com/courses/devops-specialization,27 hours,20726,3.8,4799,2023-11-11,2024-10-09,Joe Rogers,False,True,True,7,58,Python Programming,Game Development
RES_0836,Machine Learning Masterclass,Udacity,Machine Learning,All Levels,Bootcamp,Subscription,47.19,https://www.udacity.com/courses/machine-learning-masterclass,5 hours,1400,4.8,183,2023-07-28,2023-08-05,Michael Riddle,True,False,True,5,65,"JavaScript, Digital Marketing, Blockchain","DevOps, DevOps, Artificial Intelligence, Data Analysis"
RES_0837,The Complete Artificial Intelligence Bootcamp,Udemy,Artificial Intelligence,Intermediate,Tutorial Series,Paid,175.24,https://www.udemy.com/courses/the-complete-artificial-intelligence-bootcamp,30 hours,46318,3.7,8751,2022-09-02,2023-05-03,Udemy,False,False,True,7,46,"Digital Marketing, Cybersecurity, Mobile Development","SQL, SQL, Project Management, Python Programming"
RES_0838,The Complete DevOps Bootcamp,Udemy,DevOps,Beginner,Tutorial Series,Free,0.0,https://www.udemy.com/courses/the-complete-devops-bootcamp,30 weeks,10994,4.2,2546,2023-03-05,2024-02-19,David Wright,False,True,False,1,34,None,Cloud Computing
RES_0839,JavaScript Masterclass,FreeCodeCamp,JavaScript,Intermediate,Video Course,Subscription,21.52,https://www.freecodecamp.com/courses/javascript-masterclass,15 days,2064,4.3,523,2023-04-02,2025-07-25,Sandy Mckay,True,True,False,5,80,"Web Development, Artificial Intelligence",SQL
RES_0840,The Complete SQL Bootcamp,Udemy,SQL,All Levels,Bootcamp,Subscription,27.29,https://www.udemy.com/courses/the-complete-sql-bootcamp,5 months,12535,3.0,1870,2025-06-27,2025-07-14,Heather Hall,True,True,True,4,77,"Data Science, React","JavaScript, Cloud Computing"
RES_0841,Project Management Masterclass,Udacity,Project Management,Intermediate,Tutorial Series,Paid,179.79,https://www.udacity.com/courses/project-management-masterclass,20 days,123,4.3,17,2024-01-10,2024-08-14,Udacity,False,False,False,6,58,React,"Digital Marketing, Web Development, Blockchain, Data Science"
RES_0842,Artificial Intelligence Specialization,Coursera,Artificial Intelligence,All Levels,Video Course,Free,0.0,https://www.coursera.com/courses/artificial-intelligence-specialization,18 months,3985,3.4,1041,2022-10-08,2024-08-03,William Brown,True,False,False,4,78,Machine Learning,
RES_0843,The Complete Cloud Computing Bootcamp,Udemy,Cloud Computing,All Levels,Video Course,Subscription,37.57,https://www.udemy.com/courses/the-complete-cloud-computing-bootcamp,27 days,37587,4.9,7026,2024-08-11,2024-08-25,Stephanie Ramirez,False,True,False,8,63,"DevOps, Cybersecurity, Artificial Intelligence","Mobile Development, Project Management"
RES_0844,Cloud Computing Masterclass,Pluralsight,Cloud Computing,Intermediate,Interactive,Paid,196.61,https://www.pluralsight.com/courses/cloud-computing-masterclass,5 days,2744,3.3,464,2022-10-14,2025-07-18,Audrey Smith,False,True,False,5,53,Data Science,"Data Analysis, Cybersecurity, JavaScript, Mobile Development"
RES_0845,Learn Data Science - Full Course,YouTube,Data Science,Beginner,Project-based,Paid,168.29,https://www.youtube.com/courses/learn-data-science---full-course,21 months,17032,3.8,2059,2025-04-06,2025-07-23,David Randolph,True,True,True,2,30,None,"Mobile Development, React, Game Development, UI/UX Design"
RES_0846,The Complete Game Development Bootcamp,Udemy,Game Development,Advanced,Interactive,Free,0.0,https://www.udemy.com/courses/the-complete-game-development-bootcamp,29 hours,15401,3.2,2246,2023-06-23,2025-02-24,Marilyn Cain,True,False,False,10,76,"Web Development, Mobile Development","Artificial Intelligence, Data Analysis, Data Science"
RES_0847,DevOps Masterclass,LinkedIn Learning,DevOps,Beginner,Interactive,Free,0.0,https://www.linkedinlearning.com/courses/devops-masterclass,12 hours,7114,5.0,1097,2024-02-19,2025-06-09,Eric Carey,False,True,True,1,78,None,"Mobile Development, Project Management"
RES_0848,Artificial Intelligence Masterclass,Khan Academy,Artificial Intelligence,Advanced,Interactive,Free,0.0,https://www.khanacademy.com/courses/artificial-intelligence-masterclass,16 hours,2346,4.0,641,2025-07-14,2025-08-05,Erica Ray,False,True,True,10,42,Web Development,UI/UX Design
RES_0849,Learn React - Full Course,YouTube,React,All Levels,Bootcamp,Freemium,46.28,https://www.youtube.com/courses/learn-react---full-course,19 months,27606,4.2,7692,2025-06-07,2025-06-10,YouTube,True,True,True,4,40,"JavaScript, Cloud Computing, Project Management","Python Programming, Mobile Development, Blockchain"
RES_0850,Artificial Intelligence Masterclass,Khan Academy,Artificial Intelligence,All Levels,Text-based,Paid,169.73,https://www.khanacademy.com/courses/artificial-intelligence-masterclass,30 days,9466,3.1,1303,2023-11-27,2025-01-26,Aaron Martinez,True,False,True,7,72,React,Cloud Computing
RES_0851,JavaScript Specialization,Coursera,JavaScript,Beginner,Bootcamp,Free,0.0,https://www.coursera.com/courses/javascript-specialization,12 hours,23878,4.5,6789,2022-11-29,2023-05-18,Rebecca Torres,False,True,True,4,30,None,Python Programming
RES_0852,Digital Marketing Professional Certificate,edX,Digital Marketing,All Levels,Project-based,Subscription,25.82,https://www.edx.com/courses/digital-marketing-professional-certificate,22 months,8233,3.4,969,2023-05-22,2024-10-21,Stephanie Powell,True,False,False,4,79,Data Analysis,"Mobile Development, Python Programming"
RES_0853,React Masterclass,Skillshare,React,Advanced,Text-based,Paid,99.35,https://www.skillshare.com/courses/react-masterclass,2 months,4562,4.8,972,2023-03-31,2023-11-29,Susan Craig,True,True,False,9,47,"Cybersecurity, Mobile Development","Data Analysis, Data Science"
RES_0854,Project Management Masterclass,Codecademy,Project Management,Beginner,Interactive,Subscription,27.24,https://www.codecademy.com/courses/project-management-masterclass,6 days,7680,3.4,1711,2023-04-27,2023-10-01,Ethan Galloway,True,False,False,3,80,None,"UI/UX Design, Digital Marketing, Digital Marketing"
RES_0855,Learn UI/UX Design - Full Course,YouTube,UI/UX Design,Advanced,Text-based,Subscription,41.09,https://www.youtube.com/courses/learn-ui/ux-design---full-course,10 weeks,5783,3.4,1280,2023-12-04,2023-12-04,Elizabeth Nixon,True,True,True,9,65,"Project Management, React","Digital Marketing, DevOps, Python Programming"
RES_0856,Game Development Masterclass,Khan Academy,Game Development,Intermediate,Interactive,Paid,19.07,https://www.khanacademy.com/courses/game-development-masterclass,11 months,2202,3.1,559,2022-12-18,2023-08-12,Khan Academy,False,True,False,6,42,JavaScript,Python Programming
RES_0857,Project Management Masterclass,Codecademy,Project Management,Intermediate,Video Course,Paid,31.88,https://www.codecademy.com/courses/project-management-masterclass,16 hours,7946,3.9,2041,2023-10-21,2024-10-17,Codecademy,True,True,False,6,73,"Cloud Computing, Cloud Computing",React
RES_0858,Data Analysis Specialization,Coursera,Data Analysis,Advanced,Text-based,Freemium,84.83,https://www.coursera.com/courses/data-analysis-specialization,13 hours,10724,4.1,1301,2024-05-20,2024-11-04,James Hunt,True,False,False,7,56,"Project Management, Mobile Development, Cybersecurity","Blockchain, SQL"
RES_0859,Mobile Development Masterclass,LinkedIn Learning,Mobile Development,All Levels,Video Course,Freemium,97.09,https://www.linkedinlearning.com/courses/mobile-development-masterclass,3 days,1226,3.1,176,2024-03-04,2024-08-17,Eric Baker,True,True,True,3,58,"Game Development, Data Science, Data Analysis","UI/UX Design, JavaScript"
RES_0860,Learn Digital Marketing - Full Course,YouTube,Digital Marketing,Intermediate,Tutorial Series,Paid,16.36,https://www.youtube.com/courses/learn-digital-marketing---full-course,8 days,21317,4.6,3120,2023-01-27,2024-10-26,David Preston,True,True,True,7,83,"Cybersecurity, Game Development, Python Programming",
RES_0861,Mobile Development Masterclass,Udacity,Mobile Development,Intermediate,Bootcamp,Subscription,28.35,https://www.udacity.com/courses/mobile-development-masterclass,19 hours,2606,3.9,397,2025-02-18,2025-03-09,Angelica Cameron,True,False,True,4,68,None,Cloud Computing
RES_0862,Learn Game Development - Full Course,YouTube,Game Development,Advanced,Video Course,Paid,40.78,https://www.youtube.com/courses/learn-game-development---full-course,18 weeks,28664,4.0,7216,2023-06-12,2024-09-09,Nicole Rhodes,False,False,False,8,55,Blockchain,"React, Python Programming"
RES_0863,Python Programming Professional Certificate,edX,Python Programming,Intermediate,Text-based,Freemium,57.36,https://www.edx.com/courses/python-programming-professional-certificate,4 days,3449,3.9,851,2025-07-31,2025-08-14,Stephanie Waller,True,True,True,4,84,Data Science,"Digital Marketing, Cloud Computing, Artificial Intelligence"
RES_0864,React Masterclass,LinkedIn Learning,React,Beginner,Interactive,Subscription,37.46,https://www.linkedinlearning.com/courses/react-masterclass,7 hours,1381,3.8,203,2024-08-31,2025-04-25,LinkedIn Learning,True,True,True,2,64,None,"Data Analysis, Cloud Computing"
RES_0865,UI/UX Design Masterclass,Khan Academy,UI/UX Design,All Levels,Video Course,Free,0.0,https://www.khanacademy.com/courses/ui/ux-design-masterclass,3 months,2771,4.1,677,2024-09-20,2025-06-15,Susan Moore,False,True,False,5,89,"Machine Learning, Artificial Intelligence, Artificial Intelligence","DevOps, Digital Marketing"
RES_0866,JavaScript Masterclass,Codecademy,JavaScript,Advanced,Video Course,Freemium,35.98,https://www.codecademy.com/courses/javascript-masterclass,18 days,8895,3.3,2545,2023-03-02,2025-03-17,Codecademy,True,True,False,8,49,"Data Analysis, Mobile Development","Cybersecurity, Game Development, UI/UX Design, DevOps"
RES_0867,Cloud Computing Masterclass,Khan Academy,Cloud Computing,Intermediate,Project-based,Paid,129.17,https://www.khanacademy.com/courses/cloud-computing-masterclass,15 hours,3152,3.4,638,2025-01-28,2025-07-19,Kelsey Fuentes,False,True,True,5,74,"Game Development, Digital Marketing, Data Analysis",Project Management
RES_0868,Artificial Intelligence Specialization,Coursera,Artificial Intelligence,Advanced,Tutorial Series,Free,0.0,https://www.coursera.com/courses/artificial-intelligence-specialization,26 days,40207,4.7,5453,2024-10-15,2025-02-22,Anna Yoder,False,True,False,9,44,"Machine Learning, JavaScript",Cloud Computing
RES_0869,DevOps Masterclass,Skillshare,DevOps,Intermediate,Interactive,Freemium,18.18,https://www.skillshare.com/courses/devops-masterclass,1 weeks,4839,4.9,736,2024-10-18,2025-06-09,Sally Nelson,True,True,False,7,54,Python Programming,"SQL, UI/UX Design"
RES_0870,UI/UX Design Masterclass,Pluralsight,UI/UX Design,All Levels,Video Course,Subscription,32.58,https://www.pluralsight.com/courses/ui/ux-design-masterclass,17 months,8432,3.7,1878,2023-10-13,2025-08-09,Teresa Robertson,True,True,False,6,94,"Data Science, Web Development, Mobile Development","Project Management, Artificial Intelligence"
RES_0871,JavaScript Masterclass,Pluralsight,JavaScript,All Levels,Project-based,Paid,40.39,https://www.pluralsight.com/courses/javascript-masterclass,29 weeks,6884,3.5,908,2024-04-30,2025-04-06,Bryan Hopkins,False,True,False,5,49,Digital Marketing,Cybersecurity
RES_0872,Game Development Masterclass,LinkedIn Learning,Game Development,Beginner,Interactive,Paid,15.28,https://www.linkedinlearning.com/courses/game-development-masterclass,12 days,2572,4.3,369,2024-01-13,2025-04-24,Jennifer Martinez,False,False,False,2,70,None,"Cybersecurity, React, Digital Marketing"
RES_0873,Learn Project Management - Full Course,YouTube,Project Management,Intermediate,Tutorial Series,Freemium,17.24,https://www.youtube.com/courses/learn-project-management---full-course,20 weeks,44521,3.8,4693,2024-08-17,2025-07-31,Sylvia Roberts,True,True,False,6,42,SQL,React
RES_0874,Game Development Masterclass,Udacity,Game Development,Beginner,Video Course,Subscription,35.09,https://www.udacity.com/courses/game-development-masterclass,28 days,2672,3.1,307,2025-04-11,2025-07-31,Natalie Tyler,True,False,True,3,95,None,Data Science
RES_0875,Cloud Computing Masterclass,Khan Academy,Cloud Computing,All Levels,Bootcamp,Freemium,53.58,https://www.khanacademy.com/courses/cloud-computing-masterclass,13 weeks,238,3.3,42,2025-01-20,2025-02-07,Stephen Nash,True,True,False,5,47,"Python Programming, Data Analysis, Cybersecurity","Blockchain, Artificial Intelligence"
RES_0876,Blockchain Masterclass,FreeCodeCamp,Blockchain,All Levels,Interactive,Subscription,33.23,https://www.freecodecamp.com/courses/blockchain-masterclass,25 months,6681,4.4,840,2024-01-21,2024-07-09,FreeCodeCamp,False,True,True,5,53,Cloud Computing,"JavaScript, Web Development, SQL"
RES_0877,Python Programming Professional Certificate,edX,Python Programming,Advanced,Tutorial Series,Free,0.0,https://www.edx.com/courses/python-programming-professional-certificate,2 weeks,2772,4.3,785,2024-03-20,2025-01-11,edX,True,False,False,7,41,"Project Management, Cloud Computing","DevOps, Blockchain, Machine Learning, JavaScript"
RES_0878,SQL Masterclass,Khan Academy,SQL,Beginner,Tutorial Series,Free,0.0,https://www.khanacademy.com/courses/sql-masterclass,2 days,7177,3.1,725,2023-04-09,2024-06-28,Autumn Burns,False,True,True,2,50,None,"Game Development, Cybersecurity"
RES_0879,Learn Machine Learning - Full Course,YouTube,Machine Learning,Beginner,Text-based,Free,0.0,https://www.youtube.com/courses/learn-machine-learning---full-course,11 days,18704,3.4,3939,2024-04-07,2024-05-25,Natalie Day,True,False,False,2,83,None,"Data Analysis, Data Analysis"
RES_0880,Cybersecurity Masterclass,FreeCodeCamp,Cybersecurity,All Levels,Interactive,Freemium,75.63,https://www.freecodecamp.com/courses/cybersecurity-masterclass,30 days,3821,3.5,676,2024-08-22,2024-11-10,FreeCodeCamp,True,False,False,4,57,"Digital Marketing, Web Development","Machine Learning, Game Development"
RES_0881,Cybersecurity Professional Certificate,edX,Cybersecurity,All Levels,Video Course,Paid,92.47,https://www.edx.com/courses/cybersecurity-professional-certificate,10 hours,113,4.3,27,2025-03-21,2025-07-04,April Massey,True,True,False,4,42,"Game Development, Blockchain, React","JavaScript, Project Management, Web Development"
RES_0882,Artificial Intelligence Masterclass,Khan Academy,Artificial Intelligence,Advanced,Tutorial Series,Free,0.0,https://www.khanacademy.com/courses/artificial-intelligence-masterclass,13 months,8177,3.0,1769,2023-06-23,2025-05-16,Christine Navarro,True,True,True,7,42,"DevOps, React, Web Development","Project Management, Project Management"
RES_0883,Machine Learning Masterclass,Skillshare,Machine Learning,All Levels,Bootcamp,Free,0.0,https://www.skillshare.com/courses/machine-learning-masterclass,12 months,9595,3.2,2255,2022-08-24,2024-04-03,Charles Richards,True,True,True,8,49,"Cybersecurity, Cybersecurity, Data Science","Game Development, JavaScript"
RES_0884,Machine Learning Masterclass,Codecademy,Machine Learning,Intermediate,Text-based,Freemium,20.41,https://www.codecademy.com/courses/machine-learning-masterclass,20 days,5726,4.6,1081,2023-10-23,2025-01-05,Brian Ingram,False,True,True,6,47,"Python Programming, Project Management, DevOps","Cloud Computing, Digital Marketing, Digital Marketing, UI/UX Design"
RES_0885,The Complete Project Management Bootcamp,Udemy,Project Management,All Levels,Project-based,Free,0.0,https://www.udemy.com/courses/the-complete-project-management-bootcamp,18 hours,37257,3.4,10063,2023-01-27,2024-10-11,Jonathan Sanders,True,True,False,5,81,"Web Development, Blockchain",UI/UX Design
RES_0886,The Complete Digital Marketing Bootcamp,Udemy,Digital Marketing,All Levels,Interactive,Subscription,44.36,https://www.udemy.com/courses/the-complete-digital-marketing-bootcamp,17 weeks,14517,4.3,3705,2023-05-27,2023-08-02,Jason Reyes,False,True,True,7,33,"UI/UX Design, Mobile Development",JavaScript
RES_0887,Blockchain Masterclass,Udacity,Blockchain,All Levels,Video Course,Subscription,48.77,https://www.udacity.com/courses/blockchain-masterclass,4 hours,2787,3.5,781,2023-05-27,2025-04-01,Udacity,True,True,False,3,52,"Game Development, DevOps","Machine Learning, React"
RES_0888,Game Development Specialization,Coursera,Game Development,Intermediate,Tutorial Series,Free,0.0,https://www.coursera.com/courses/game-development-specialization,11 months,20996,3.2,2544,2024-04-22,2024-10-09,Brandy Stewart,True,False,False,6,83,Python Programming,"Project Management, Data Science"
RES_0889,Data Analysis Specialization,Coursera,Data Analysis,Beginner,Interactive,Free,0.0,https://www.coursera.com/courses/data-analysis-specialization,22 weeks,48199,3.5,8250,2023-06-13,2023-07-05,Kathy Green,True,False,False,2,32,None,"Cybersecurity, UI/UX Design, Machine Learning"
RES_0890,DevOps Masterclass,Khan Academy,DevOps,Intermediate,Project-based,Subscription,30.12,https://www.khanacademy.com/courses/devops-masterclass,19 hours,8335,4.4,1524,2022-12-12,2023-01-29,Khan Academy,True,True,True,4,33,SQL,"Data Science, Machine Learning, Data Analysis, React"
RES_0891,UI/UX Design Masterclass,Pluralsight,UI/UX Design,Advanced,Text-based,Paid,124.28,https://www.pluralsight.com/courses/ui/ux-design-masterclass,2 months,8029,4.7,1403,2024-02-06,2024-09-04,Pluralsight,True,False,False,9,34,"Cloud Computing, Cloud Computing",Mobile Development
RES_0892,Digital Marketing Masterclass,LinkedIn Learning,Digital Marketing,All Levels,Interactive,Subscription,47.64,https://www.linkedinlearning.com/courses/digital-marketing-masterclass,25 days,3118,4.7,723,2024-08-15,2025-06-19,Frank Moore,True,True,False,6,33,"Artificial Intelligence, UI/UX Design","Cybersecurity, Game Development"
RES_0893,Mobile Development Masterclass,Udacity,Mobile Development,Advanced,Bootcamp,Paid,124.15,https://www.udacity.com/courses/mobile-development-masterclass,11 days,1679,3.8,264,2024-05-03,2024-11-21,Debra Myers,True,False,False,9,57,JavaScript,Python Programming
RES_0894,React Masterclass,FutureLearn,React,All Levels,Interactive,Paid,189.84,https://www.futurelearn.com/courses/react-masterclass,30 hours,7838,4.3,1450,2024-04-22,2024-05-06,FutureLearn,True,False,True,5,61,"Data Science, Game Development, Mobile Development",JavaScript
RES_0895,UI/UX Design Professional Certificate,edX,UI/UX Design,Intermediate,Tutorial Series,Subscription,19.9,https://www.edx.com/courses/ui/ux-design-professional-certificate,28 weeks,1761,3.4,199,2023-05-12,2025-04-25,edX,True,True,True,6,36,"Data Analysis, Data Science",DevOps
RES_0896,Project Management Masterclass,FreeCodeCamp,Project Management,Advanced,Text-based,Freemium,23.03,https://www.freecodecamp.com/courses/project-management-masterclass,12 days,5942,3.6,727,2024-11-04,2025-03-22,Jodi Mcclure,True,False,False,10,45,UI/UX Design,DevOps
RES_0897,SQL Masterclass,Codecademy,SQL,Beginner,Text-based,Paid,102.78,https://www.codecademy.com/courses/sql-masterclass,18 hours,3741,4.8,524,2024-07-17,2025-06-19,David Wallace,True,False,True,2,84,None,Blockchain
RES_0898,Blockchain Masterclass,FreeCodeCamp,Blockchain,Intermediate,Bootcamp,Free,0.0,https://www.freecodecamp.com/courses/blockchain-masterclass,12 days,7962,3.0,895,2022-12-21,2025-02-01,Debra Wood,False,True,True,5,45,"UI/UX Design, Digital Marketing","SQL, Mobile Development, React"
RES_0899,Blockchain Masterclass,FreeCodeCamp,Blockchain,Beginner,Video Course,Free,0.0,https://www.freecodecamp.com/courses/blockchain-masterclass,12 months,7937,3.2,1972,2024-07-31,2025-03-25,Natalie Warner,True,True,True,2,80,None,UI/UX Design
RES_0900,Learn SQL - Full Course,YouTube,SQL,All Levels,Interactive,Subscription,46.1,https://www.youtube.com/courses/learn-sql---full-course,21 months,18169,3.4,2224,2023-09-21,2025-06-29,Melissa Gibson,True,False,False,7,73,"React, Python Programming","Mobile Development, JavaScript"
RES_0901,The Complete Web Development Bootcamp,Udemy,Web Development,All Levels,Tutorial Series,Subscription,46.66,https://www.udemy.com/courses/the-complete-web-development-bootcamp,6 weeks,26550,3.1,6212,2024-01-31,2024-03-13,Udemy,True,False,False,8,88,"Data Science, Project Management, JavaScript","Artificial Intelligence, Mobile Development"
RES_0902,Cloud Computing Masterclass,Khan Academy,Cloud Computing,Beginner,Bootcamp,Free,0.0,https://www.khanacademy.com/courses/cloud-computing-masterclass,6 days,1270,3.4,341,2023-03-01,2023-07-20,Henry Barrett,False,True,False,1,47,None,"Blockchain, Game Development, SQL"
RES_0903,Project Management Masterclass,Udacity,Project Management,Beginner,Project-based,Free,0.0,https://www.udacity.com/courses/project-management-masterclass,30 weeks,9612,4.2,1472,2022-09-02,2023-12-18,Udacity,True,True,True,2,84,None,"JavaScript, Blockchain, Cybersecurity, Blockchain"
RES_0904,The Complete Web Development Bootcamp,Udemy,Web Development,Intermediate,Tutorial Series,Paid,131.26,https://www.udemy.com/courses/the-complete-web-development-bootcamp,7 weeks,29469,3.8,6122,2024-12-30,2025-02-04,Jordan Jennings,True,False,True,6,73,"Python Programming, Python Programming, JavaScript",Project Management
RES_0905,Data Analysis Masterclass,FreeCodeCamp,Data Analysis,Advanced,Text-based,Paid,116.45,https://www.freecodecamp.com/courses/data-analysis-masterclass,14 months,9687,4.8,2411,2024-06-21,2025-04-30,FreeCodeCamp,True,True,False,7,89,"Python Programming, Mobile Development, SQL",Cybersecurity
RES_0906,Machine Learning Masterclass,FutureLearn,Machine Learning,Beginner,Bootcamp,Paid,159.58,https://www.futurelearn.com/courses/machine-learning-masterclass,3 hours,4173,4.6,680,2022-08-26,2024-12-07,FutureLearn,False,True,False,1,61,None,"Data Analysis, Data Analysis, Blockchain, Mobile Development"
RES_0907,Machine Learning Masterclass,Khan Academy,Machine Learning,Beginner,Video Course,Subscription,26.47,https://www.khanacademy.com/courses/machine-learning-masterclass,29 days,5004,3.7,1296,2024-06-12,2024-08-21,John Rowe,True,False,False,4,56,None,"Cybersecurity, Cloud Computing, Project Management, Web Development"
RES_0908,Learn Data Science - Full Course,YouTube,Data Science,All Levels,Bootcamp,Paid,49.71,https://www.youtube.com/courses/learn-data-science---full-course,8 hours,47157,3.5,8773,2025-08-06,2025-08-11,Kevin Beard,False,False,False,5,67,"React, Web Development","Cybersecurity, Cybersecurity"
RES_0909,Artificial Intelligence Masterclass,Codecademy,Artificial Intelligence,Intermediate,Text-based,Subscription,42.64,https://www.codecademy.com/courses/artificial-intelligence-masterclass,4 hours,6323,3.8,1274,2024-01-04,2024-12-12,Diane Thomas,False,True,True,5,90,"JavaScript, Project Management",
RES_0910,Digital Marketing Masterclass,Khan Academy,Digital Marketing,All Levels,Project-based,Free,0.0,https://www.khanacademy.com/courses/digital-marketing-masterclass,11 days,4933,4.2,1167,2024-08-23,2024-11-28,Christine Richardson,False,True,False,3,34,Project Management,"SQL, Mobile Development, Game Development"
RES_0911,UI/UX Design Masterclass,Udacity,UI/UX Design,All Levels,Text-based,Free,0.0,https://www.udacity.com/courses/ui/ux-design-masterclass,12 hours,713,3.5,108,2024-07-30,2024-09-13,Nicole Mckinney,True,True,True,6,83,Digital Marketing,"Blockchain, Machine Learning"
RES_0912,DevOps Masterclass,Pluralsight,DevOps,Advanced,Project-based,Free,0.0,https://www.pluralsight.com/courses/devops-masterclass,17 days,9798,4.2,1950,2023-11-10,2025-01-17,Pluralsight,True,True,True,9,30,"JavaScript, JavaScript, Blockchain",Project Management
RES_0913,Data Science Masterclass,LinkedIn Learning,Data Science,Beginner,Tutorial Series,Paid,167.92,https://www.linkedinlearning.com/courses/data-science-masterclass,25 weeks,8908,3.8,2034,2023-02-03,2025-04-04,LinkedIn Learning,True,True,True,4,45,None,Cybersecurity
RES_0914,Data Analysis Masterclass,Pluralsight,Data Analysis,Intermediate,Text-based,Paid,122.22,https://www.pluralsight.com/courses/data-analysis-masterclass,25 hours,8410,4.1,1215,2022-11-14,2025-01-23,Gregory Harrison,True,False,False,5,57,"UI/UX Design, Artificial Intelligence","Python Programming, DevOps, Machine Learning, React"
RES_0915,Python Programming Masterclass,FutureLearn,Python Programming,Beginner,Bootcamp,Free,0.0,https://www.futurelearn.com/courses/python-programming-masterclass,12 days,8499,3.9,1133,2023-04-15,2025-07-29,Dalton Moreno,True,True,True,1,63,None,JavaScript
RES_0916,Learn Web Development - Full Course,YouTube,Web Development,Beginner,Tutorial Series,Subscription,30.76,https://www.youtube.com/courses/learn-web-development---full-course,5 hours,18598,3.6,4478,2024-01-26,2025-06-15,Deborah Shaw,False,True,False,1,57,None,"DevOps, Data Science"
RES_0917,Learn Game Development - Full Course,YouTube,Game Development,Beginner,Video Course,Freemium,71.46,https://www.youtube.com/courses/learn-game-development---full-course,10 hours,42568,4.9,10517,2024-10-29,2025-06-09,YouTube,True,True,False,4,49,None,"DevOps, Digital Marketing, SQL, JavaScript"
RES_0918,Data Science Professional Certificate,edX,Data Science,Beginner,Project-based,Subscription,42.77,https://www.edx.com/courses/data-science-professional-certificate,6 weeks,329,4.5,35,2024-02-25,2025-01-14,Jose Wilson,True,True,False,3,78,None,"Machine Learning, Cybersecurity, SQL, Data Analysis"
RES_0919,Python Programming Masterclass,FreeCodeCamp,Python Programming,Intermediate,Bootcamp,Freemium,44.87,https://www.freecodecamp.com/courses/python-programming-masterclass,21 days,1018,3.3,265,2024-10-14,2025-08-04,Jennifer Graham,True,False,True,5,38,"Data Science, SQL, Digital Marketing",
RES_0920,Project Management Masterclass,LinkedIn Learning,Project Management,All Levels,Bootcamp,Subscription,16.05,https://www.linkedinlearning.com/courses/project-management-masterclass,4 months,4087,4.7,585,2024-11-14,2025-03-04,LinkedIn Learning,True,True,False,6,41,Data Analysis,"JavaScript, JavaScript, Web Development, Machine Learning"
RES_0921,Learn Game Development - Full Course,YouTube,Game Development,All Levels,Bootcamp,Free,0.0,https://www.youtube.com/courses/learn-game-development---full-course,24 months,5952,4.0,1631,2023-06-14,2024-04-01,Thomas Conner,True,False,True,8,65,"Digital Marketing, Machine Learning, Artificial Intelligence",JavaScript
RES_0922,Web Development Masterclass,Khan Academy,Web Development,All Levels,Video Course,Freemium,25.68,https://www.khanacademy.com/courses/web-development-masterclass,8 months,981,4.8,134,2024-10-28,2025-04-28,Khan Academy,True,False,False,4,41,"Cybersecurity, Python Programming, Cloud Computing","JavaScript, SQL, DevOps"
RES_0923,The Complete Cloud Computing Bootcamp,Udemy,Cloud Computing,Beginner,Bootcamp,Subscription,25.68,https://www.udemy.com/courses/the-complete-cloud-computing-bootcamp,27 months,32094,4.6,5476,2024-08-16,2025-02-10,Carla Brown,True,True,False,1,58,None,"Artificial Intelligence, Digital Marketing"
